psraid,state,density,pew1f,pew2,pew2os,pew3a,pew3b,pew3c,pew3d,pew4,pew5,pew6,pew7,par2,pew8,pew9,pew10,sex,age,recage,educ,receduc,hisp,race,racethn,inc,income,party,partyln,weight
102575,13,3,3,8,PARTS OF THE COUNTRY WHEREPEOPLE ARE STARVING FOR FOOD,3,2,1,2,2,9,1,1,2,2,4,2,2,80,6,2,1,2,2,2,99,1,2, ,1.80952381
102577,39,3,1,6, ,1,3,2,1,2,9,1,1,2,2,2,1,2,59,5,3,2,2,2,2,6,3,2, ,2.238095238
102581,37,3,1,6, ,2,1,2,1,2,1,1,2,1,2,2,9,1,99,9,6,4,2,1,1,7,4,1, ,2.047619048
102585,42,1,3,6, ,3,3,3,2,4,9,2,2,2,2,3,2,2,80,6,1,1,2,1,1,1,1,3,2,1.380952381
102591,25,4,1,6, ,1,2,2,1,1,2,2,1,2,2,2,2,1,65,6,6,4,2,1,1,99,9,3,9,4.857142857
102595,12,3,1,1, ,2,3,2,3,2,2,2,1,2,2,3,2,1,54,4,5,3,2,1,1,7,4,2, ,1.333333333
102596,13,4,3,1, ,1,3,3,3,3,2,2,9,2,1,1,2,1,66,6,1,1,2,2,2,3,1,2, ,5.476190476
102601,34,5,2,6, ,1,2,3,1,2,1,1,2,1,2,3,1,1,39,3,6,4,2,1,1,9,4,2, ,3.714285714
102613,45,1,1,6, ,2,3,3,1,2,9,2,9,2,2,2,1,2,53,4,3,2,2,2,2,4,2,2, ,3.19047619
102615,25,4,1,6, ,2,2,1,1,1,2,2,1,1,1,2,2,1,47,4,5,3,1,1,3,2,1,3,2,7.380952381
102617,51,5,3,9, ,2,3,3,1,2,9,1,2,1,1,1,2,2,66,6,3,2,2,2,2,3,1,3,9,1.80952381
102625,36,4,1,1, ,1,3,1,1,2,2,2,3,2,9,3,1,2,76,6,3,2,2,1,1,3,1,5,1,2.428571429
102635,18,1,3,2, ,3,3,3,2,4,9,2,2,2,1,1,2,2,48,4,2,1,2,1,1,1,1,1, ,2.666666667
102648,42,3,1,1, ,1,1,3,1,2,2,2,2,2,2,2,2,2,61,5,7,4,2,1,1,7,4,2, ,1.857142857
102657,51,4,1,6, ,2,2,3,2,4,9,1,2,1,2,3,1,2,50,4,5,3,2,2,2,4,2,3,2,1.952380952
102666,10,2,1,4, ,2,2,3,2,2,2,2,1,1,1,3,1,2,45,4,5,3,2,1,1,8,4,1, ,2.142857143
102668,24,2,2,2, ,2,2,2,2,2,2,2,2,2,2,2,1,2,56,5,3,2,2,1,1,2,1,3,1,1.476190476
102694,4,3,2,3, ,1,2,1,1,2,9,2,1,2,1,1,1,1,69,6,5,3,9,9,9,99,9,3,1,1.904761905
102698,1,3,1,1, ,1,1,2,1,2,1,1,2,2,1,2,2,2,56,5,7,4,2,1,1,5,2,3,2,1.095238095
102709,40,4,1,2, ,2,2,3,1,2,2,1,1,2,2,4,9,2,48,4,2,1,2,1,1,1,1,3,2,8.619047619
102710,55,1,1,3, ,2,1,2,2,2,9,2,1,1,1,1,1,1,47,4,5,3,2,1,1,7,4,1, ,1.285714286
102718,31,1,1,1, ,2,2,2,3,2,1,1,2,2,2,2,2,1,58,5,5,3,2,1,1,3,1,2, ,1.285714286
102737,34,5,4,4, ,3,3,3,2,3,2,1,1,1,1,2,1,2,36,3,7,4,2,1,1,7,4,3,2,4.428571429
102739,25,4,2,4, ,1,1,3,1,2,2,2,1,2,2,2,1,2,55,5,6,4,2,1,1,9,4,3,1,2.142857143
102745,48,1,2,2, ,1,3,3,1,4,2,2,2,1,1,2,1,2,38,3,6,4,2,1,1,9,4,3,1,1.333333333
102756,29,1,4,9, ,3,3,3,1,3,2,2,9,2,9,2,9,1,71,6,1,1,2,1,1,3,1,3,9,4.571428571
102763,20,4,2,3, ,1,2,2,1,1,1,1,1,1,2,1,2,1,36,3,7,4,2,1,1,7,4,1, ,2.047619048
102767,17,4,3,2, ,1,2,3,1,3,9,2,3,1,1,2,2,2,46,4,7,4,2,1,1,9,4,3,9,1.619047619
102771,55,2,2,2, ,1,2,3,1,4,9,2,2,2,2,2,2,2,77,6,3,2,2,1,1,1,1,4,2,1.333333333
102775,27,5,1,1, ,2,3,3,3,3,1,2,2,2,1,2,2,2,60,5,3,2,2,1,1,5,2,2, ,3.238095238
102776,22,2,1,1, ,1,2,2,2,3,2,2,9,2,1,2,2,2,66,6,5,3,2,2,2,1,1,2, ,1.476190476
102790,20,1,2,9, ,2,3,3,2,4,9,2,2,2,1,3,2,1,75,6,3,2,2,1,1,3,1,2, ,1.333333333
102792,17,5,2,8,FORMER GOVENER OF ILLINOIS,1,2,3,1,1,1,1,2,2,2,4,2,2,32,2,7,4,2,1,1,8,4,2, ,3.476190476
102815,20,2,2,1, ,1,3,3,2,2,1,2,1,1,2,2,1,1,46,4,7,4,2,1,1,6,3,3,2,2.714285714
102823,48,2,2,4, ,1,1,3,1,1,1,1,2,1,1,2,2,2,28,2,5,3,2,1,1,9,4,2, ,3.380952381
102832,48,1,1,1, ,1,1,1,1,3,2,1,1,2,1,2,1,1,71,6,3,2,2,1,1,5,2,1, ,1.666666667
102839,48,1,2,3, ,1,2,1,1,2,9,2,1,2,2,2,1,2,70,6,7,4,2,1,1,6,3,3,1,1
102846,47,1,3,2, ,2,2,3,2,3,2,2,1,2,1,1,2,2,55,5,4,2,2,1,1,4,2,2, ,2.047619048
102847,40,1,2,9, ,2,2,3,1,3,9,2,2,1,1,1,1,2,66,6,3,2,2,1,1,3,1,2, ,1.333333333
102859,29,1,1,1, ,1,2,3,1,3,2,2,1,2,1,1,1,1,72,6,3,2,2,1,1,7,4,3,1,2.047619048
102862,22,1,3,2, ,3,3,3,2,4,9,2,9,2,2,1,2,1,63,5,3,2,2,1,1,2,1,2, ,2.238095238
102871,20,1,2,2, ,2,3,1,2,2,2,2,3,2,1,2,1,2,76,6,4,2,2,1,1,9,4,1, ,1.047619048
102873,29,1,4,4, ,2,3,3,3,2,2,2,1,1,1,1,1,1,39,3,3,2,2,1,1,6,3,4,1,2.857142857
102878,17,3,2,2, ,1,2,2,1,3,9,2,2,2,1,2,2,2,45,4,6,4,2,1,1,1,1,1, ,1.380952381
102885,1,2,1,4, ,1,2,2,1,1,1,1,2,2,1,3,1,2,58,5,7,4,2,1,1,4,2,3,1,1.666666667
102887,17,5,2,2, ,1,1,3,1,3,9,1,2,1,1,2,2,2,49,4,7,4,2,3,4,8,4,2, ,2.333333333
102906,22,4,4,2, ,2,3,3,3,4,9,2,9,2,1,2,1,1,46,4,3,2,2,1,1,4,2,3,9,2.761904762
102910,47,2,3,2, ,2,3,3,2,2,2,1,9,1,2,2,1,2,30,2,5,3,2,1,1,99,1,3,2,3.380952381
102920,47,1,2,2, ,3,3,3,1,3,9,2,2,2,2,1,1,1,22,1,3,2,2,1,1,3,1,1, ,1.857142857
102929,28,2,1,4, ,1,1,3,1,1,2,1,1,1,1,1,1,2,39,3,6,4,2,1,1,5,2,1, ,2.285714286
102940,29,4,2,2, ,1,1,2,2,3,2,2,1,2,2,2,2,1,59,5,5,3,2,1,1,6,3,3,2,1.904761905
102944,17,1,3,2, ,2,3,3,2,3,9,2,9,2,2,2,9,2,99,9,4,2,2,1,1,5,2,2, ,2.047619048
102952,6,1,2,2, ,2,3,3,2,4,9,2,9,2,2,2,9,2,69,6,3,2,2,1,1,4,2,2, ,1.80952381
102961,28,1,2,1, ,1,2,2,1,2,2,1,1,1,2,2,1,1,49,4,6,4,2,1,1,8,4,1, ,1.380952381
102964,29,1,1,4, ,2,2,2,1,4,2,2,9,2,1,1,1,1,50,4,3,2,2,1,1,3,1,1, ,2.238095238
102982,4,3,1,2, ,2,1,2,2,2,1,1,2,2,2,2,1,1,55,5,5,3,2,1,1,6,3,1, ,2.523809524
102996,49,4,3,9, ,2,2,3,2,2,1,1,2,2,1,3,2,2,54,4,6,4,2,1,1,5,2,2, ,2.80952381
103002,35,1,1,4, ,1,3,3,2,3,1,2,1,2,2,3,2,1,79,6,7,4,2,1,1,9,4,2, ,2.142857143
103003,49,1,2,2, ,3,3,3,3,3,9,2,1,2,1,9,1,1,21,1,3,2,2,1,1,3,1,1, ,5.142857143
103005,35,1,2,2, ,3,2,3,3,4,2,2,9,1,2,2,1,1,51,4,1,1,2,5,4,4,2,3,9,3.571428571
103007,4,1,1,9, ,1,1,3,1,2,9,1,2,2,2,3,2,1,63,5,7,4,1,1,3,99,9,4,2,3.047619048
103008,35,1,2,2, ,1,1,2,1,3,1,2,2,1,2,3,1,2,65,6,5,3,1,1,3,4,2,2, ,1.380952381
103017,49,4,2,8,DOWN POUR OF RAIN THAT DAMAGEDDRAPER AREA,2,2,3,2,3,1,2,2,2,1,9,9,2,72,6,3,2,2,1,1,2,1,3,9,1.523809524
103022,4,3,1,2, ,3,2,3,1,3,2,2,1,2,2,3,1,2,62,5,3,2,2,1,1,99,1,2, ,2.047619048
103029,56,1,3,1, ,2,2,3,2,3,9,2,2,1,2,2,2,2,30,2,5,3,2,1,1,6,3,3,9,3.666666667
103033,4,1,2,1, ,3,3,3,2,3,9,2,2,2,2,2,2,2,78,6,2,1,2,1,1,2,1,2, ,2.761904762
103058,8,2,3,1, ,2,2,2,2,3,1,1,2,2,1,1,1,2,58,5,6,4,2,1,1,6,3,3,2,4.095238095
103062,35,1,4,1, ,3,3,3,3,2,1,1,2,2,9,3,2,2,62,5,5,3,2,1,1,1,1,2, ,2.285714286
103063,8,2,1,2, ,2,2,3,1,3,2,2,2,2,1,2,1,2,70,6,4,2,2,1,1,6,3,3,1,1.80952381
103064,8,1,2,1, ,1,2,1,1,1,2,1,1,2,1,1,1,2,99,9,6,4,2,9,9,4,2,1, ,1.714285714
103083,32,2,3,2, ,2,2,3,2,3,1,1,2,1,2,2,2,2,45,4,6,4,2,1,1,8,4,3,1,1.857142857
103093,6,2,3,2, ,3,3,3,3,2,2,2,2,2,1,3,1,1,22,1,5,3,2,3,4,1,1,1, ,4.80952381
103094,6,2,2,2, ,2,2,3,1,2,9,1,3,1,1,2,9,2,50,4,7,4,2,1,1,9,4,1, ,1.857142857
103095,6,1,3,2, ,3,2,3,3,3,2,2,3,1,2,2,2,2,46,4,6,4,2,1,1,3,1,3,1,1.047619048
103108,6,5,1,1, ,2,2,1,3,3,2,2,9,2,1,2,1,2,53,4,5,3,2,1,1,8,4,1, ,4.571428571
103117,6,2,3,4, ,2,2,2,2,1,9,9,9,1,2,9,9,2,99,9,5,3,2,3,4,99,4,4,9,2.80952381
103118,53,2,3,9, ,3,3,3,2,2,9,1,1,2,2,9,2,1,18,1,3,2,2,1,1,5,2,3,9,2.523809524
103126,6,2,3,3, ,3,3,3,3,3,1,1,2,1,1,2,2,2,30,2,5,3,1,1,3,99,9,9,9,6.761904762
103127,6,2,1,4, ,1,2,2,1,2,1,1,1,2,1,1,1,1,83,6,7,4,2,1,1,3,1,3,1,1.523809524
103131,6,3,1,2, ,1,2,3,1,3,2,2,2,1,2,2,2,1,35,3,5,3,2,1,1,9,4,3,2,3.142857143
103132,53,3,3,4, ,2,3,3,2,3,2,2,1,1,2,2,1,2,53,4,7,4,2,1,1,99,4,3,1,2.142857143
103135,6,5,2,1, ,1,1,3,1,3,1,1,2,1,1,2,1,2,40,3,5,3,1,1,3,2,1,2, ,8.619047619
103141,41,2,1,8,MISSING HARMON BOY IN PORTLANDOREGON,2,1,3,1,2,1,1,2,2,2,3,1,2,61,5,5,3,2,1,1,1,1,1, ,2.571428571
103148,6,5,2,8,LOCAL POLITICS,2,1,3,1,1,2,1,2,2,2,3,1,2,65,6,6,4,2,1,1,7,4,4,9,2.095238095
103151,6,2,2,1, ,2,2,3,3,1,1,1,2,1,1,2,2,1,40,3,7,4,2,1,1,7,4,2, ,2.333333333
103169,6,4,4,1, ,1,1,3,2,3,1,1,2,1,2,3,2,1,36,3,5,3,1,1,3,8,4,1, ,6.142857143
103179,6,5,1,2, ,1,2,2,1,2,1,1,1,2,1,3,1,1,64,5,7,4,2,2,2,9,4,4,2,3.904761905
103180,53,1,2,2, ,2,2,3,1,2,2,2,1,2,2,9,1,1,49,4,3,2,2,1,1,6,3,3,1,3.476190476
103195,6,4,1,9, ,2,2,3,1,2,2,1,9,2,2,3,9,2,80,6,5,3,2,1,1,3,1,3,9,2.238095238
103196,6,5,2,8,STORIES ABOUT OBAMA BEINGMUSLIM,1,1,1,1,3,9,1,2,1,9,3,1,2,51,4,7,4,2,2,2,8,4,2, ,2.285714286
103206,53,1,1,9, ,1,2,1,1,3,2,2,1,2,1,2,1,1,75,6,5,3,2,1,1,5,2,1, ,2.285714286
103217,24,4,1,8,AFGANISTAN,1,2,2,1,2,1,1,2,2,1,2,2,1,82,6,9,9,2,1,1,9,4,3,2,2.857142857
103218,6,5,3,1, ,2,2,3,2,1,1,1,2,2,2,2,2,1,48,4,7,4,2,1,1,7,4,3,2,3.285714286
103223,6,1,1,1, ,2,2,2,1,2,1,1,3,2,1,2,2,1,46,4,7,4,2,1,1,5,2,3,2,2.80952381
103228,6,1,1,4, ,2,1,3,1,2,9,9,9,2,2,2,9,2,50,4,5,3,9,9,9,99,9,3,1,2.333333333
103269,16,1,3,4, ,3,3,2,3,4,2,2,1,2,1,2,1,2,52,4,3,2,2,1,1,3,1,1, ,3.619047619
103279,6,2,3,1, ,3,3,3,1,4,2,1,2,2,2,3,1,1,58,5,5,3,2,1,1,2,1,1, ,4.952380952
103290,53,1,3,1, ,1,2,3,1,2,1,2,1,2,1,1,9,1,62,5,7,4,2,1,1,2,1,3,2,1.80952381
103310,41,1,1,6, ,1,2,1,1,2,2,2,1,2,2,2,2,2,70,6,3,2,2,1,1,2,1,3,9,3.666666667
103316,53,3,2,1, ,3,3,2,2,3,2,1,2,2,2,1,1,2,18,1,3,2,2,2,2,2,1,2, ,3.380952381
103317,32,2,1,2, ,2,3,3,3,2,1,1,2,1,2,3,2,2,32,2,7,4,2,2,2,9,4,2, ,3.19047619
103320,53,1,2,1, ,2,3,3,3,3,9,2,2,1,1,2,9,2,34,2,5,3,2,1,1,2,1,3,9,2.333333333
103328,6,5,1,6, ,1,3,2,1,2,1,2,2,2,1,3,1,2,72,6,6,4,2,1,1,5,2,1, ,1.333333333
103338,6,3,3,9, ,2,2,3,2,4,9,1,2,2,2,3,2,2,79,6,2,1,2,1,1,6,3,2, ,3.142857143
103344,6,2,2,3, ,1,2,3,1,3,9,1,1,1,2,2,1,1,43,3,3,2,2,1,1,8,4,1, ,4.857142857
103348,6,4,3,9, ,1,1,3,1,3,9,1,1,2,2,3,9,2,65,6,5,3,2,1,1,4,2,2, ,1.952380952
103353,6,5,1,6, ,1,1,1,1,2,2,2,1,2,2,3,1,2,87,6,5,3,2,1,1,2,1,2, ,2.619047619
103357,32,1,3,8,"THE UNEMPLOYMENT AND THEECONOMY IN NEVADA, WHICH IS WORST IN THE COUNTRY",1,3,3,1,2,9,1,1,2,2,2,9,2,61,5,5,3,2,1,1,6,3,3,2,1.285714286
103367,6,5,1,6, ,2,1,3,3,2,2,2,2,2,2,2,2,1,23,1,3,2,1,1,3,3,1,1, ,7.523809524
103384,6,2,1,2, ,2,1,3,2,4,1,2,2,2,1,1,1,2,71,6,1,1,2,1,1,3,1,2, ,2.761904762
103397,6,2,1,4, ,2,3,2,1,3,1,2,1,2,1,1,2,2,75,6,3,2,1,1,3,99,2,3,2,3
103400,6,5,4,6, ,3,3,1,3,4,2,2,3,1,2,3,2,2,18,1,3,2,1,6,3,2,1,3,1,8.619047619
103416,4,1,4,2, ,3,3,3,3,4,9,2,1,1,2,1,1,2,28,2,5,3,1,9,3,8,4,1, ,3.857142857
103420,8,2,1,6, ,1,1,3,1,2,2,1,2,2,2,2,1,1,70,6,7,4,2,1,1,5,2,3,2,2.380952381
103421,6,2,3,3, ,3,2,2,1,3,9,2,9,2,1,9,9,2,54,4,5,3,2,1,1,8,4,2, ,2.571428571
103423,6,1,1,3, ,1,1,2,1,2,2,2,9,2,2,3,1,2,85,6,2,1,2,1,1,4,2,1, ,2.476190476
103424,6,2,1,2, ,3,3,3,1,3,1,2,9,2,2,3,2,2,64,5,7,4,2,1,1,1,1,2, ,1.80952381
103442,53,3,4,2, ,3,3,3,3,3,2,1,2,2,2,2,2,2,52,4,7,4,2,1,1,9,4,2, ,2.142857143
103443,6,4,3,2, ,2,2,3,2,2,1,1,2,1,2,2,9,2,41,3,6,4,2,1,1,9,4,3,2,3.761904762
103446,54,1,4,9, ,3,3,3,3,4,9,2,1,1,1,3,9,1,34,2,4,2,2,1,1,6,3,4,2,2.80952381
103447,13,3,1,1, ,2,2,2,1,4,1,2,2,2,9,1,2,2,70,6,2,1,2,1,1,7,4,3,1,2.619047619
103455,44,3,4,2, ,3,2,2,3,3,1,2,9,1,1,4,2,1,38,3,7,4,2,3,4,8,4,4,2,2.619047619
103462,45,1,3,8,THE UNEMPLOYMENT RATE,3,3,3,1,3,1,1,2,2,2,3,2,1,20,1,5,3,2,2,2,2,1,2, ,1.285714286
103466,42,5,2,2, ,2,1,3,1,3,1,2,2,2,2,3,1,2,61,5,3,2,2,1,1,8,4,2, ,4.428571429
103467,36,5,2,2, ,1,3,3,2,2,1,1,2,1,2,2,2,2,44,3,7,4,2,1,1,9,4,3,2,4.428571429
103468,12,3,3,2, ,2,2,3,2,3,9,2,3,2,2,2,2,2,58,5,3,2,2,1,1,5,2,1, ,1.714285714
103470,11,5,2,4, ,1,1,1,1,2,1,2,2,2,1,2,2,1,51,4,6,4,2,1,1,6,3,2, ,1.761904762
103477,39,2,3,9, ,2,3,3,1,3,9,2,9,2,2,3,2,2,70,6,5,3,2,1,1,5,2,1, ,1
103478,45,2,2,2, ,2,3,3,1,2,9,1,2,1,2,2,2,2,22,1,5,3,2,1,1,3,1,1, ,1.952380952
103479,13,2,4,6, ,2,2,3,3,2,2,1,1,2,1,2,1,2,62,5,4,2,2,2,2,6,3,4,1,2.476190476
103483,13,1,2,1, ,2,2,3,2,1,2,1,1,2,2,9,1,1,55,5,4,2,2,1,1,6,3,3,1,2.523809524
103492,12,4,1,1, ,2,2,3,2,2,9,9,1,2,1,4,1,2,86,6,3,2,2,1,1,99,9,1, ,1.285714286
103494,26,1,1,4, ,3,3,3,3,2,2,2,1,2,2,3,1,2,75,6,5,3,2,1,1,2,1,3,1,1.476190476
103496,54,2,2,2, ,2,3,3,2,4,9,2,3,2,2,2,1,1,43,3,5,3,2,1,1,8,4,3,1,2.285714286
103500,48,1,2,6, ,2,2,1,1,4,2,2,9,2,1,2,9,2,72,6,2,1,1,1,3,1,1,2, ,2.19047619
103501,4,3,1,8,ARIZONA FUGITIVES,1,2,3,2,3,9,1,3,1,2,3,1,1,32,2,6,4,2,1,1,9,4,3,2,2.904761905
103504,49,2,3,1, ,2,2,3,1,2,1,1,1,2,1,1,1,1,55,5,6,4,2,1,1,7,4,3,1,2.047619048
103507,4,3,3,2, ,3,3,3,3,3,1,2,2,1,2,2,2,1,53,4,6,4,2,1,1,8,4,2, ,2.142857143
103525,37,2,2,9, ,3,3,3,1,4,9,2,9,2,2,3,1,2,77,6,3,2,2,1,1,99,1,4,9,1.476190476
103538,11,5,2,4, ,2,3,3,2,1,1,1,2,2,9,9,2,1,31,2,7,4,2,1,1,1,1,2, ,3.714285714
103543,34,5,2,6, ,2,2,2,2,2,9,1,2,2,2,1,2,2,69,6,7,4,2,1,1,99,9,2, ,1.857142857
103550,48,2,2,9, ,1,2,1,2,2,2,2,1,1,2,1,1,1,51,4,2,1,2,1,1,1,1,2, ,8.619047619
103569,42,4,3,1, ,2,3,3,2,2,2,1,2,1,2,2,2,1,49,4,6,4,2,1,1,99,4,1, ,2.19047619
103588,17,3,1,2, ,1,2,3,1,2,9,2,1,2,2,1,2,1,58,5,5,3,2,1,1,6,3,2, ,1.857142857
103593,49,3,1,5, ,1,2,1,2,2,1,1,2,2,1,2,2,2,69,6,6,4,2,1,1,99,9,9,9,1.333333333
103595,51,1,1,2, ,1,2,1,1,3,2,2,1,2,1,3,1,2,67,6,5,3,2,1,1,7,4,1, ,1.095238095
103606,37,3,1,8,HUMAN INTEREST STORIES IN THE LOCAL NEWS,1,1,3,1,2,9,1,9,2,1,2,2,2,56,5,6,4,2,1,1,7,4,2, ,1.714285714
103615,22,2,2,2, ,2,3,3,1,3,2,2,1,2,1,2,2,1,42,3,5,3,2,1,1,7,4,2, ,2.285714286
103618,6,1,2,3, ,2,2,3,2,3,1,1,2,2,1,2,2,1,63,5,7,4,2,1,1,8,4,2, ,1.80952381
103621,29,1,1,8,ALL OF THEM,1,2,2,1,3,2,2,1,2,2,1,1,1,74,6,5,3,2,1,1,2,1,1, ,1.476190476
103640,20,1,1,6, ,2,2,3,2,3,1,2,1,2,1,2,1,2,77,6,5,3,2,1,1,5,2,2, ,1
103641,42,3,1,2, ,1,2,3,1,2,2,2,1,2,2,2,9,2,72,6,3,2,2,1,1,99,4,2, ,1.857142857
103642,18,4,1,2, ,1,3,3,2,4,9,2,9,2,9,3,1,2,88,6,3,2,2,1,1,99,9,2, ,1
103644,42,1,2,8,WIKILEAKS FOUNDER BEING CHARGED AND DROPPED.,2,3,3,1,2,1,1,2,1,1,2,2,1,54,4,5,3,2,1,1,6,3,1, ,1.714285714
103652,39,5,3,8,ANTHONY SOWELL CASE INCLEVELAND TRIAL,2,3,3,1,1,9,1,9,1,2,3,1,2,34,2,6,4,2,1,1,2,1,4,9,7.857142857
103654,22,2,4,9, ,3,3,3,2,4,9,2,9,2,2,3,9,1,22,1,3,2,2,1,1,99,9,4,9,2.095238095
103660,6,1,1,4, ,1,1,2,2,2,2,1,1,1,1,2,1,2,25,2,5,3,1,9,3,3,1,1, ,6.095238095
103661,41,1,1,4, ,1,2,3,1,9,2,2,1,2,9,2,1,1,88,6,1,1,2,1,1,99,4,2, ,7
103668,6,5,1,1, ,1,2,2,1,2,2,2,9,2,2,2,1,2,72,6,3,2,2,1,1,2,1,1, ,2.047619048
103678,33,3,2,4, ,1,2,3,1,3,2,2,2,1,2,3,1,2,53,4,7,4,2,1,1,9,4,3,2,1.904761905
103686,29,1,2,5, ,1,2,3,2,3,9,2,9,2,1,2,9,1,99,9,5,3,2,1,1,5,2,3,2,1.476190476
103688,17,3,2,1, ,2,2,1,1,2,2,2,1,2,1,2,1,2,73,6,3,2,2,1,1,3,1,3,9,1.333333333
103691,32,2,2,5, ,2,3,3,2,2,1,1,2,2,2,4,2,1,41,3,7,4,2,1,1,9,4,3,2,2.333333333
103702,24,4,1,1, ,2,2,3,3,2,9,2,9,2,1,2,1,2,65,6,7,4,2,2,2,9,4,2, ,1.380952381
103713,41,3,2,4, ,1,1,3,1,2,9,1,1,1,1,2,2,1,47,4,7,4,2,1,1,8,4,2, ,2.142857143
103719,48,4,1,4, ,1,3,2,1,2,9,1,1,2,1,2,1,2,55,5,7,4,2,1,1,8,4,1, ,2
103722,53,2,2,2, ,3,1,3,1,2,1,2,2,2,2,2,2,2,57,5,5,3,2,1,1,8,4,2, ,2.285714286
103723,17,3,2,6, ,2,3,3,2,2,9,2,1,2,1,2,1,1,43,3,6,4,2,1,1,5,2,2, ,2
103730,55,2,2,6, ,2,2,3,1,3,2,2,9,2,1,2,9,2,91,6,3,2,2,1,1,2,1,4,2,1.333333333
103738,29,1,2,1, ,2,2,3,1,3,2,2,9,2,1,2,9,2,63,5,3,2,2,1,1,99,1,4,9,1.619047619
103743,40,1,3,9, ,2,3,2,2,3,2,2,1,2,2,1,1,1,61,5,6,4,2,1,1,99,9,9,1,1.523809524
103746,17,5,2,2, ,1,2,3,1,3,1,1,2,1,1,4,1,1,45,4,7,4,2,9,9,9,4,1, ,2.19047619
103760,1,3,1,2, ,1,1,3,1,2,1,2,2,2,1,2,9,2,53,4,6,4,2,1,1,7,4,2, ,1.142857143
103765,17,5,2,8,THE EX GOVERNOR OF ILLINOIS,1,2,2,3,4,9,2,2,2,2,3,1,2,82,6,3,2,2,1,1,99,9,1, ,3.571428571
103766,27,1,2,3, ,1,2,1,1,2,2,2,1,2,2,3,9,1,60,5,5,3,2,1,1,5,2,3,1,2.904761905
103774,48,4,3,3, ,2,2,3,2,2,1,1,2,2,1,2,1,1,59,5,7,4,2,1,1,8,4,3,1,2.285714286
103776,37,4,1,8,DR LAURA SLESSINGER STORY.,2,1,2,1,1,1,1,2,2,2,2,2,1,99,9,5,3,2,9,9,99,9,3,2,2.857142857
103803,17,3,2,9, ,1,2,3,2,2,9,2,9,2,1,2,2,2,58,5,7,4,2,1,1,99,9,9,9,1.333333333
103806,33,2,2,3, ,1,2,2,1,2,2,2,2,2,1,2,1,2,67,6,3,2,2,1,1,8,4,1, ,1.571428571
103808,39,4,2,4, ,2,3,3,1,3,2,2,1,2,2,2,1,1,49,4,3,2,2,1,1,3,1,3,1,5.761904762
103810,48,4,2,1, ,1,2,2,2,3,1,1,2,2,1,2,2,1,19,1,5,3,2,1,1,9,4,1, ,2.142857143
103817,33,3,1,6, ,1,2,2,2,2,9,2,9,2,2,3,2,1,60,5,5,3,2,1,1,8,4,3,2,2.238095238
103825,42,2,3,2, ,3,2,3,2,2,2,2,1,1,2,3,1,2,48,4,3,2,2,1,1,6,3,1, ,3.571428571
103846,36,5,3,2, ,2,2,3,2,3,9,2,2,1,1,2,1,2,45,4,5,3,2,1,1,8,4,2, ,4.095238095
103847,45,1,2,9, ,2,2,2,2,2,9,2,9,2,1,2,9,2,99,9,9,9,2,1,1,99,9,9,1,2.380952381
103857,12,2,1,4, ,1,2,1,1,1,2,2,1,2,2,2,1,2,73,6,6,4,2,1,1,4,2,1, ,1
103859,37,3,4,9, ,3,2,1,3,3,9,2,2,2,1,1,2,1,29,2,3,2,2,2,2,99,9,3,1,8.619047619
103867,13,3,2,2, ,1,2,2,2,2,1,1,2,1,1,2,2,1,50,4,6,4,2,9,9,99,9,3,2,1.80952381
103868,26,2,2,2, ,2,3,2,1,2,9,1,2,2,1,1,2,1,18,1,3,2,2,1,1,8,4,2, ,1.666666667
103884,18,2,3,2, ,3,3,3,1,4,9,2,9,1,2,2,9,1,39,3,3,2,2,1,1,6,3,3,9,3.19047619
103886,18,1,2,2, ,2,3,3,1,4,9,2,9,1,2,2,1,2,41,3,5,3,2,1,1,6,3,4,2,2.238095238
103890,1,1,2,2, ,2,2,3,2,2,9,1,2,2,1,1,1,2,61,5,2,1,2,1,1,3,1,3,1,2
103891,21,2,1,1, ,2,2,2,1,3,1,2,9,1,2,2,1,2,40,3,3,2,2,1,1,5,2,1, ,5
103902,17,1,3,9, ,3,9,9,3,2,2,1,1,1,1,2,1,1,60,5,5,3,2,1,1,4,2,1, ,1.285714286
103904,17,5,9,9, ,2,3,3,3,4,9,2,9,2,1,1,9,2,94,6,2,1,2,2,2,99,9,2, ,3.857142857
103906,48,5,1,4, ,1,1,1,1,2,2,2,1,1,1,1,1,1,58,5,6,4,2,1,1,6,3,1, ,3
103908,55,5,4,5, ,2,3,3,2,1,9,1,2,2,2,2,1,2,18,1,2,1,2,1,1,9,4,3,1,5.523809524
103911,29,5,2,6, ,2,3,3,2,3,9,2,2,2,2,2,1,1,19,1,5,3,2,1,1,5,2,3,2,2.285714286
103914,48,1,2,2, ,1,1,3,1,3,1,2,2,2,2,2,9,2,66,6,3,2,2,1,1,99,3,1, ,1.333333333
103917,32,2,1,6, ,2,2,3,2,2,1,2,1,2,2,2,2,2,26,2,6,4,2,1,1,6,3,3,1,2.952380952
103923,27,2,2,2, ,2,2,3,1,2,1,2,2,2,1,2,2,2,67,6,7,4,2,1,1,6,3,2, ,1
103926,8,1,1,3, ,1,1,1,1,2,1,1,2,2,2,2,2,2,60,5,5,3,2,1,1,4,2,2, ,2.047619048
