psraid,state,density,pew1f,pew2,pew2os,pew3a,pew3b,pew3c,pew3d,pew4,pew5,pew6,pew7,par2,pew8,pew9,pew10,sex,age,recage,educ,receduc,hisp,race,racethn,inc,income,party,partyln,weight
200612,12,4,3,2, ,2,3,3,2,2,1,2,2,1,2,2,1,1,32,2,6,4,2,1,1,6,3,3,2,5.714285714
200613,39,3,3,3, ,2,2,2,2,2,9,1,2,1,1,2,2,1,48,4,7,4,2,1,1,8,4,2, ,1.380952381
200618,42,1,4,2, ,2,3,3,3,3,1,2,2,2,2,3,1,2,99,9,3,2,2,1,1,99,9,4,9,2.80952381
200621,24,2,2,1, ,2,3,3,2,3,2,1,1,1,2,2,1,2,48,4,3,2,2,1,1,3,1,3,9,3.333333333
200638,17,4,1,1, ,1,3,3,2,2,1,1,1,1,2,2,1,1,36,3,6,4,2,1,1,99,4,3,1,2.047619048
200640,17,5,4,3, ,3,3,3,3,2,1,1,1,2,1,2,2,2,18,1,3,2,1,6,3,4,2,3,2,8.619047619
200651,48,1,3,3, ,2,3,3,3,3,1,2,1,2,2,2,2,2,31,2,7,4,1,1,3,5,2,3,2,7.523809524
200654,55,5,2,9, ,3,3,3,1,2,1,1,2,2,2,3,9,2,45,4,6,4,2,1,1,99,9,9,9,4.428571429
200655,29,3,3,9, ,3,3,3,3,2,1,1,2,2,2,3,9,2,19,1,5,3,2,1,1,7,4,2, ,3.666666667
200656,28,2,2,2, ,1,2,2,1,2,1,2,1,2,2,1,1,2,87,6,6,4,2,1,1,8,4,1, ,1
200660,12,1,4,2, ,3,3,3,2,2,1,9,2,1,2,1,2,2,39,3,4,2,2,4,4,4,2,3,1,4.904761905
200669,48,3,4,2, ,3,3,3,3,4,9,2,1,1,2,3,9,1,37,3,5,3,1,1,3,7,4,3,2,8.619047619
200670,22,2,2,2, ,2,3,3,1,2,2,1,1,2,2,4,1,2,50,4,5,3,2,1,1,8,4,1, ,2.142857143
200673,17,1,2,4, ,1,1,2,1,2,2,1,2,1,2,2,1,1,50,4,5,3,2,1,1,8,4,1, ,2.571428571
200674,5,1,2,2, ,2,3,3,2,4,1,2,1,2,2,3,9,1,56,5,3,2,2,2,2,7,4,2, ,4.904761905
200676,19,1,3,2, ,1,1,3,1,2,2,2,9,2,1,1,1,1,52,4,3,2,2,1,1,4,2,3,2,2.238095238
200677,55,3,1,2, ,1,2,2,1,3,9,2,9,2,2,2,1,2,68,6,6,4,2,1,1,5,2,2, ,1
200685,17,3,3,9, ,1,3,3,2,2,9,1,2,2,2,2,1,1,53,4,6,4,2,1,1,99,4,3,1,1.380952381
200690,17,5,2,2, ,1,3,3,1,3,1,2,2,2,2,2,1,1,53,4,2,1,2,1,1,6,3,1, ,6.761904762
200691,48,4,3,2, ,1,1,1,2,3,1,1,2,1,2,1,2,1,33,2,6,4,2,1,1,8,4,2, ,1.761904762
200702,17,3,2,2, ,2,3,3,1,2,9,1,2,1,1,1,9,1,22,1,3,2,1,4,3,3,1,3,9,6.476190476
200713,48,3,1,1, ,1,2,1,2,3,9,2,2,2,2,1,2,1,19,1,5,3,1,2,3,6,3,3,9,6.333333333
200714,6,2,2,5, ,3,3,2,3,4,2,2,2,1,2,2,2,2,36,3,3,2,2,1,1,3,1,3,2,8.619047619
200718,1,3,3,2, ,1,2,2,2,1,1,2,2,1,2,1,2,1,36,3,7,4,2,1,1,7,4,2, ,2.238095238
200719,8,2,3,1, ,2,1,3,1,3,2,1,1,1,1,2,1,1,56,5,7,4,2,1,1,9,4,1, ,2.047619048
200722,49,1,1,6, ,2,3,3,2,3,9,2,2,2,2,3,1,2,68,6,3,2,2,1,1,4,2,1, ,1.619047619
200724,46,1,3,1, ,2,3,3,2,4,2,2,3,1,2,2,9,2,32,2,6,4,2,1,1,9,4,2, ,1.714285714
200726,49,4,4,2, ,3,3,3,3,4,1,2,2,2,2,2,9,2,24,1,5,3,2,1,1,4,2,3,1,6.523809524
200731,53,3,2,2, ,3,2,3,3,4,1,1,2,1,1,2,2,2,38,3,6,4,2,1,1,6,3,3,2,3.19047619
200748,6,3,1,2, ,1,1,3,1,2,2,1,9,2,1,1,1,2,67,6,7,4,2,1,1,99,4,1, ,1
200783,18,5,1,4, ,2,2,3,1,3,2,1,2,1,2,9,1,2,44,3,5,3,2,2,2,6,3,2, ,4.857142857
200791,18,2,1,9, ,1,2,1,1,4,2,2,3,2,2,2,1,1,69,6,3,2,2,1,1,5,2,1, ,2.285714286
200794,26,4,3,1, ,1,3,3,1,2,9,1,3,1,2,2,1,1,44,3,7,4,2,1,1,8,4,1, ,2.047619048
200797,34,4,1,1, ,2,2,1,1,2,2,2,1,2,2,9,1,1,53,4,3,2,2,1,1,8,4,1, ,4.619047619
200803,26,3,4,8,NONE,2,3,3,2,4,1,2,2,1,2,3,2,1,38,3,5,3,2,1,1,4,2,3,9,4.238095238
200815,47,1,9,2, ,3,2,3,2,4,9,2,9,2,1,2,2,2,21,1,3,2,2,1,1,99,1,9,9,2
200816,18,3,3,2, ,3,3,3,3,2,9,2,2,2,2,2,2,1,20,1,5,3,2,1,1,2,1,3,9,3
200817,51,3,2,2, ,3,3,3,2,4,2,2,1,2,2,2,1,2,54,4,3,2,2,1,1,6,3,3,1,7.857142857
200822,18,1,2,3, ,2,2,2,1,3,2,2,1,2,2,2,1,1,48,4,3,2,2,1,1,6,3,3,1,2.238095238
200825,17,3,3,4, ,1,3,3,3,1,1,1,2,2,2,1,1,2,20,1,5,3,1,1,3,9,4,1, ,6.095238095
200830,12,4,4,9, ,3,3,3,1,2,9,1,1,2,1,2,2,1,22,1,3,2,2,1,1,5,2,3,2,2.80952381
200834,36,5,1,2, ,1,2,2,2,2,1,1,1,2,1,2,1,2,33,2,7,4,1,1,3,7,4,2, ,8.619047619
200835,24,4,2,3, ,3,2,2,1,3,1,1,2,2,2,2,2,1,28,2,6,4,1,6,3,8,4,2, ,4.666666667
200836,42,4,3,2, ,2,2,3,3,3,1,1,1,2,2,2,9,2,55,5,3,2,2,1,1,4,2,1, ,3.333333333
200839,12,4,2,2, ,3,3,3,3,3,1,1,9,2,2,1,2,2,24,1,7,4,2,1,1,7,4,3,1,3.952380952
200840,51,5,3,1, ,1,2,3,2,1,1,1,1,1,1,3,2,1,44,3,3,2,2,1,1,8,4,1, ,7.238095238
200843,27,3,4,5, ,1,1,2,2,1,1,1,2,1,2,2,2,2,41,3,7,4,2,1,1,8,4,2, ,2.095238095
200845,19,2,3,2, ,2,3,3,1,4,2,2,9,2,9,2,1,1,67,6,3,2,2,1,1,4,2,2, ,2.285714286
200848,48,4,2,2, ,3,1,3,1,3,2,2,9,1,1,1,1,2,29,2,5,3,1,1,3,3,1,3,1,4.80952381
200852,47,1,3,9, ,3,3,3,2,4,1,2,1,2,2,3,1,1,76,6,3,2,2,1,1,3,1,1, ,2.619047619
200853,48,1,1,4, ,1,2,3,1,4,2,2,1,2,2,2,1,1,65,6,3,2,2,1,1,6,3,3,1,1.666666667
200856,29,1,2,2, ,2,2,2,1,2,1,2,2,2,1,1,2,2,51,4,3,2,2,1,1,3,1,3,9,2.333333333
200864,13,4,2,2, ,1,2,3,1,3,2,1,2,1,1,2,2,2,58,5,7,4,2,1,1,8,4,1, ,1.285714286
200870,37,3,4,6, ,3,3,3,3,4,2,2,2,2,2,2,1,2,21,1,5,3,2,2,2,1,1,2, ,2.428571429
200871,12,2,4,2, ,3,2,3,3,2,9,1,1,2,2,1,2,1,21,1,5,3,2,1,1,2,1,2, ,3.285714286
200877,55,2,4,9, ,3,3,3,3,4,9,2,2,2,2,4,2,2,46,4,2,1,2,1,1,2,1,3,9,2.952380952
200878,48,4,2,2, ,3,2,3,2,2,9,1,9,2,1,1,9,1,39,3,5,3,1,4,3,2,1,2, ,8.619047619
200889,42,4,1,9, ,2,2,3,1,3,2,2,2,2,2,2,1,2,68,6,4,2,2,1,1,7,4,3,1,2.142857143
200891,18,3,2,2, ,1,2,3,1,2,2,2,1,2,1,2,1,1,65,6,6,4,2,1,1,9,4,3,2,1.761904762
200899,27,1,2,9, ,2,2,2,1,2,2,2,1,2,2,1,1,1,39,3,6,4,2,1,1,99,3,1, ,1
200905,36,2,2,1, ,1,2,3,1,2,1,1,9,1,2,2,1,2,63,5,7,4,2,1,1,6,3,2, ,3.285714286
200906,28,1,2,6, ,3,3,3,1,3,2,2,9,1,2,2,2,1,23,1,3,2,2,1,1,4,2,4,9,3.857142857
200909,5,1,2,4, ,2,3,2,3,2,2,2,1,2,2,2,1,2,18,1,3,2,2,1,1,6,3,1, ,2
200910,48,3,2,9, ,2,3,3,3,3,9,1,2,1,1,2,1,2,35,3,6,4,2,3,4,6,3,2, ,5.904761905
200913,48,1,2,2, ,2,3,1,2,2,1,1,2,1,2,2,2,2,30,2,5,3,2,1,1,6,3,3,2,3
200916,48,4,2,2, ,2,2,2,1,2,9,1,1,1,1,2,2,1,37,3,6,4,1,3,3,5,2,2, ,2.761904762
200919,48,3,4,2, ,1,2,3,3,2,1,1,2,2,2,2,2,2,23,1,6,4,2,1,1,5,2,2, ,3.380952381
200924,22,2,2,2, ,3,1,1,1,3,9,2,3,1,2,2,2,1,21,1,5,3,2,2,2,4,2,2, ,1.714285714
200926,20,4,4,9, ,3,3,3,3,4,1,2,2,1,1,2,2,2,25,2,2,1,2,1,1,2,1,3,9,8.619047619
200927,48,3,3,6, ,1,2,3,2,4,1,1,9,2,1,2,1,2,56,5,7,4,2,1,1,8,4,3,2,3.523809524
200928,48,4,1,4, ,3,1,3,1,1,1,1,2,1,2,2,2,2,27,2,5,3,1,6,3,5,2,3,2,7.571428571
200929,28,2,2,2, ,2,1,1,1,3,9,1,9,1,9,2,9,2,48,4,5,3,2,2,2,4,2,2, ,4.666666667
200931,22,1,1,8,ALL OF THEM CLOSLEY,1,3,3,1,4,1,2,2,2,2,3,1,2,77,6,3,2,2,1,1,4,2,4,1,2.714285714
200932,48,2,4,2, ,3,3,3,3,2,2,1,1,2,1,2,1,2,20,1,3,2,1,6,3,1,1,1, ,7.666666667
200933,29,1,4,9, ,3,3,3,3,4,9,2,2,2,2,2,9,2,48,4,4,2,2,1,1,2,1,2, ,2.333333333
200939,19,1,2,6, ,2,3,3,2,4,1,2,2,1,2,2,9,1,42,3,3,2,2,1,1,7,4,2, ,2.857142857
200940,31,1,3,4, ,2,3,3,2,3,9,2,9,2,2,3,1,2,56,5,5,3,2,1,1,3,1,1, ,1.333333333
200941,19,1,1,2, ,1,2,1,1,3,2,1,1,2,2,2,1,1,76,6,3,2,2,1,1,3,1,3,9,2.047619048
200942,20,1,1,6, ,2,1,1,1,2,9,1,2,2,1,2,9,1,22,1,6,4,1,3,3,4,2,3,1,3.333333333
200955,26,2,2,1, ,2,2,3,1,3,1,2,2,2,1,2,2,2,66,6,3,2,2,1,1,3,1,2, ,1.19047619
200956,37,2,1,3, ,1,1,3,2,3,9,2,2,2,2,2,2,2,68,6,3,2,2,2,2,99,9,2, ,1.571428571
200958,20,1,2,9, ,1,3,3,1,2,2,2,1,1,1,2,2,1,46,4,3,2,2,1,1,6,3,3,2,4.619047619
200959,48,4,4,2, ,3,3,3,3,4,2,2,2,2,2,2,2,2,20,1,3,2,1,1,3,1,1,3,9,8.619047619
200963,34,5,1,1, ,1,3,3,1,3,9,1,2,2,2,3,9,1,51,4,6,4,2,3,4,8,4,4,9,3.19047619
200966,33,1,2,9, ,1,3,2,1,2,1,2,2,2,1,2,1,1,77,6,7,4,2,1,1,9,4,1, ,1.904761905
200967,39,2,1,6, ,3,1,3,2,2,9,1,1,2,2,2,1,2,60,5,3,2,2,1,1,2,1,2, ,1.80952381
200968,12,2,4,9, ,3,3,3,3,4,9,2,9,2,1,3,2,2,52,4,3,2,2,1,1,7,4,3,9,6.80952381
200969,45,2,1,4, ,2,3,3,3,1,9,1,2,2,2,2,9,1,19,1,5,3,2,1,1,4,2,1, ,3.285714286
200970,21,2,4,5, ,3,3,3,3,3,9,2,2,2,2,2,2,2,18,1,3,2,2,1,1,9,4,1, ,2.238095238
200973,25,4,4,5, ,1,1,3,2,3,2,2,1,1,1,2,1,1,40,3,7,4,2,1,1,9,4,2, ,5.714285714
200975,45,2,3,9, ,3,9,2,2,3,2,2,9,2,1,2,9,1,22,1,3,2,1,1,3,1,1,2, ,7.142857143
200977,27,5,4,4, ,3,3,3,2,3,1,2,1,2,1,2,2,1,18,1,3,2,2,1,1,99,3,4,9,6.047619048
200982,6,2,2,2, ,1,2,3,1,3,1,1,1,2,2,3,1,2,52,4,7,4,2,1,1,8,4,3,2,1.857142857
200983,6,2,2,4, ,2,1,1,1,3,2,2,1,2,1,2,1,2,19,1,5,3,2,1,1,9,4,1, ,2.380952381
200984,6,4,4,2, ,2,2,3,1,4,1,2,2,2,2,2,2,1,26,2,6,4,2,1,1,6,3,2, ,6.904761905
200992,32,1,1,1, ,1,2,3,1,2,1,2,9,2,2,4,1,1,62,5,5,3,2,1,1,5,2,2, ,1.952380952
200993,53,2,4,2, ,3,3,3,2,4,9,1,3,1,2,9,9,2,34,2,3,2,2,1,1,1,1,3,9,8.619047619
201000,6,3,3,4, ,2,2,1,1,2,2,2,1,1,2,2,1,1,39,3,3,2,2,1,1,6,3,3,1,5.619047619
201004,6,3,2,2, ,1,2,2,1,4,2,2,9,2,2,2,1,1,53,4,3,2,2,1,1,4,2,3,9,8.619047619
201010,6,4,2,2, ,2,2,3,3,4,9,2,9,2,1,2,1,1,51,4,6,4,2,1,1,7,4,1, ,5.095238095
201012,6,1,1,8,AFGHANISTAN,1,1,3,2,3,2,2,1,2,1,2,1,2,64,5,7,4,2,1,1,3,1,3,2,1.047619048
201015,6,3,1,6, ,2,2,2,1,2,1,1,2,1,2,2,2,1,32,2,7,4,2,1,1,7,4,3,2,2.904761905
201016,53,1,4,9, ,1,1,2,1,2,2,2,1,1,1,1,1,2,47,4,7,4,2,1,1,8,4,3,1,1.666666667
201017,6,2,1,2, ,1,1,3,1,2,2,1,1,1,1,1,9,1,48,4,5,3,1,1,3,5,2,1, ,2.285714286
201021,6,5,2,2, ,2,3,2,2,4,2,1,1,1,1,2,1,1,47,4,5,3,2,1,1,7,4,1, ,3.857142857
201028,6,3,3,1, ,2,3,2,2,3,9,2,3,1,1,3,9,1,34,2,6,4,1,6,3,8,4,3,9,4.80952381
201031,6,2,1,4, ,1,1,3,2,4,2,2,1,1,2,2,1,1,62,5,5,3,1,6,3,6,3,2, ,3.619047619
201035,19,3,3,9, ,2,2,3,2,3,9,2,9,1,9,2,2,2,32,2,5,3,2,1,1,4,2,1, ,6.285714286
201047,8,5,3,8,DRUG VIOLENCE IN MEXICO,2,3,2,2,2,2,1,1,2,1,2,1,1,25,2,7,4,2,1,1,99,9,1, ,8.619047619
201050,6,2,4,2, ,3,3,3,2,4,1,2,2,1,2,2,2,2,39,3,6,4,2,1,1,3,1,2, ,1.761904762
201051,47,3,1,5, ,2,3,3,3,4,9,2,9,2,2,1,1,2,60,5,2,1,2,1,1,4,2,3,2,4.047619048
201055,48,3,1,9, ,2,1,2,2,2,1,2,1,1,2,3,2,1,41,3,6,4,2,1,1,8,4,3,9,2.238095238
201065,51,3,2,2, ,1,2,1,2,2,9,1,1,2,2,2,2,1,99,9,5,3,1,2,3,3,1,3,2,2.571428571
201069,45,1,1,1, ,2,2,3,1,4,9,2,1,2,2,2,1,2,73,6,2,1,2,1,1,2,1,3,9,2.047619048
201071,13,4,2,4, ,3,1,3,2,2,2,2,2,1,2,2,1,1,48,4,6,4,2,2,2,8,4,2, ,2.19047619
201075,51,4,1,3, ,2,2,2,2,3,2,2,2,1,1,2,1,2,40,3,6,4,2,1,1,5,2,1, ,3.095238095
201078,36,4,2,9, ,3,3,3,3,4,2,2,9,1,2,3,1,1,30,2,2,1,2,2,2,99,1,3,9,8.619047619
201080,39,3,2,2, ,2,3,3,2,2,9,2,9,2,1,2,1,2,68,6,5,3,2,1,1,3,1,1, ,2.238095238
201086,26,3,9,9, ,3,3,3,2,3,9,1,9,2,2,2,9,1,21,1,3,2,2,1,1,3,1,4,1,1.904761905
201097,28,1,2,2, ,2,2,3,3,3,9,2,1,2,1,2,1,2,53,4,5,3,2,1,1,6,3,1, ,1.904761905
201101,6,5,2,9, ,3,3,3,3,4,9,2,2,2,1,3,9,1,22,1,3,2,2,3,4,5,2,4,9,4.904761905
201102,47,2,2,1, ,1,2,1,3,1,1,1,1,2,1,2,1,2,24,1,7,4,2,1,1,8,4,4,1,2.904761905
201103,13,2,1,2, ,3,2,2,3,4,9,2,2,2,9,2,2,1,52,4,2,1,2,2,2,4,2,2, ,5.142857143
201108,48,2,2,2, ,2,1,3,1,2,9,1,1,2,1,2,9,2,35,3,6,4,2,1,1,99,3,1, ,4.714285714
201110,6,2,4,4, ,3,3,3,3,3,9,2,9,2,2,2,1,2,67,6,5,3,2,1,1,2,1,3,1,1
201112,16,1,1,6, ,2,2,3,1,4,9,2,3,1,2,3,1,1,46,4,3,2,2,1,1,3,1,3,2,7.047619048
201114,26,3,1,3, ,2,1,3,2,2,9,1,1,2,2,3,1,1,24,1,5,3,2,5,4,7,4,2, ,1.571428571
201115,41,1,1,1, ,2,2,1,2,2,9,1,9,2,1,1,1,2,70,6,5,3,2,1,1,4,2,1, ,1
201116,21,4,1,4, ,1,2,3,2,2,1,1,2,2,1,3,2,1,64,5,7,4,2,1,1,99,4,2, ,2.285714286
201128,21,2,2,9, ,3,2,2,3,2,9,2,1,1,1,2,1,1,22,1,3,2,2,1,1,4,2,1, ,4.285714286
201130,22,5,1,1, ,2,2,2,2,1,9,2,2,1,2,3,1,2,50,4,5,3,2,5,4,3,1,2, ,2.619047619
201137,6,5,3,9, ,3,2,3,2,3,1,2,1,2,2,3,2,1,60,5,6,4,1,1,3,3,1,2, ,6.095238095
201138,6,4,2,2, ,2,2,2,1,2,9,1,2,2,9,9,2,2,18,1,5,3,2,1,1,99,4,2, ,3.19047619
201140,37,3,1,1, ,1,3,2,2,1,1,1,2,2,2,2,2,1,45,4,6,4,2,1,1,5,2,3,2,1.761904762
201145,39,5,3,4, ,2,1,3,2,3,1,1,1,2,1,2,2,1,22,1,5,3,2,1,1,2,1,3,9,4.666666667
201150,6,3,3,4, ,1,3,3,1,2,2,2,1,2,2,3,1,1,50,4,6,4,2,3,4,4,2,4,9,2.333333333
201159,12,4,3,2, ,2,2,3,2,2,9,1,3,2,2,2,9,2,22,1,5,3,2,4,4,2,1,2, ,1.80952381
201163,37,2,4,8,NONE,3,3,3,3,4,2,2,2,2,1,1,1,1,26,2,3,2,2,1,1,7,4,1, ,2
201167,25,4,1,2, ,1,1,3,2,3,1,2,2,1,2,2,1,1,47,4,6,4,2,1,1,9,4,3,1,2.19047619
201170,45,2,3,8,THE WEATHER- TROPICAL DEPRESSING FORMING IN THE ATLANTIC,2,2,3,2,2,1,2,2,1,1,3,1,2,42,3,7,4,2,1,1,6,3,3,1,4.714285714
201172,34,5,2,2, ,2,2,3,1,3,2,1,1,1,2,2,2,2,26,2,5,3,1,6,3,8,4,1, ,8.619047619
201173,45,3,2,1, ,2,2,3,1,1,1,1,2,1,2,3,2,2,31,2,7,4,2,1,1,6,3,2, ,2.80952381
201174,49,1,2,2, ,2,1,3,3,2,1,1,2,2,2,2,9,2,30,2,7,4,2,1,1,1,1,2, ,5.428571429
201175,53,3,2,3, ,2,3,3,1,3,1,1,2,1,2,3,1,1,55,5,5,3,2,5,4,7,4,2, ,2.714285714
201177,8,5,1,4, ,1,1,1,1,1,1,2,2,2,2,3,1,2,67,6,7,4,2,1,1,4,2,3,1,1.333333333
201181,4,3,3,8,IMMIGATION,2,2,2,3,4,2,2,2,2,2,2,1,1,34,2,7,4,2,1,1,7,4,1, ,2.904761905
201183,6,3,3,9, ,2,1,3,2,2,9,2,1,2,2,2,1,1,60,5,5,3,2,1,1,99,3,3,1,2.523809524
201184,6,5,4,9, ,3,3,3,3,4,2,2,1,1,2,9,1,2,54,4,6,4,2,3,4,5,2,2, ,3.571428571
201186,6,3,3,3, ,2,2,1,2,2,2,1,1,1,2,2,2,1,42,3,5,3,9,9,9,5,2,3,9,6.619047619
201192,4,1,3,2, ,2,2,3,2,2,2,1,1,1,2,2,1,1,29,2,3,2,2,1,1,7,4,1, ,3.380952381
201194,35,1,1,2, ,3,2,3,2,4,9,2,9,2,1,2,1,1,24,1,5,3,1,1,3,2,1,3,2,5.952380952
201195,6,5,1,3, ,3,1,3,1,2,1,1,3,2,2,3,2,2,24,1,5,3,2,4,4,99,9,4,1,4.619047619
201198,6,3,2,9, ,3,3,3,2,2,9,1,9,2,1,2,1,2,55,5,7,4,2,1,1,6,3,3,9,2.047619048
201199,6,5,2,3, ,1,1,1,1,2,2,1,1,2,1,3,1,1,63,5,5,3,2,1,1,7,4,1, ,3.904761905
201201,19,1,4,5, ,3,3,3,3,4,1,2,9,2,2,1,2,2,20,1,5,3,2,1,1,2,1,2, ,2.80952381
201206,17,3,3,8,ROD BLAGOJEVICH,1,1,3,1,2,2,1,2,1,1,1,1,1,42,3,7,4,2,1,1,9,4,3,2,1.761904762
201216,17,5,3,4, ,1,3,3,2,2,9,1,9,2,2,2,1,1,55,5,6,4,2,1,1,99,9,3,1,2.380952381
201217,6,2,3,1, ,2,2,1,2,2,1,1,2,2,2,2,2,1,24,1,6,4,2,4,4,6,3,3,2,1.80952381
201219,18,3,3,2, ,1,3,3,2,1,1,1,2,2,2,3,2,2,22,1,6,4,1,1,3,9,4,3,2,2.19047619
201220,41,4,3,2, ,1,2,3,1,3,1,1,2,2,1,2,2,2,30,2,7,4,2,1,1,4,2,3,2,8.142857143
201223,39,5,1,8,WAR IN AFGANISTAN,2,2,2,2,3,1,1,9,2,2,3,1,1,51,4,3,2,2,1,1,2,1,2, ,8.619047619
201224,53,3,1,2, ,3,3,3,2,2,1,1,2,2,2,3,2,1,33,2,3,2,2,2,2,9,4,2, ,8.619047619
201225,6,3,3,2, ,2,2,3,2,2,1,1,2,2,2,2,2,2,28,2,5,3,2,1,1,7,4,2, ,8.619047619
201227,26,5,2,6, ,3,3,3,3,4,9,2,1,2,2,3,1,1,21,1,5,3,2,1,1,3,1,9,1,4.666666667
201228,37,2,4,8,LOCAL NEWS STORIES IN GENERAL,1,2,3,1,2,1,1,1,2,2,1,2,2,21,1,5,3,2,1,1,3,1,2, ,4
201229,36,4,2,4, ,1,1,3,2,2,1,1,2,2,1,2,2,1,62,5,7,4,2,1,1,9,4,2, ,2.428571429
201231,36,2,2,2, ,1,3,2,1,1,1,2,1,2,1,2,2,1,35,3,6,4,2,3,4,4,2,3,9,2.238095238
201238,36,5,2,4, ,2,1,3,2,2,1,1,2,2,2,2,2,2,25,2,6,4,2,3,4,8,4,2, ,5.142857143
201246,42,5,1,2, ,1,1,3,2,2,2,1,1,2,1,2,2,1,23,1,6,4,2,1,1,8,4,3,2,5.476190476
201247,26,3,1,5, ,2,2,3,1,2,1,1,2,2,2,3,2,1,51,4,5,3,2,1,1,6,3,3,2,1.619047619
201249,42,4,1,4, ,2,2,3,1,2,1,1,2,2,2,2,9,2,60,5,7,4,2,1,1,8,4,2, ,2.142857143
201252,22,1,4,2, ,2,3,3,2,3,2,1,1,1,2,3,1,1,28,2,3,2,2,1,1,4,2,1, ,2.80952381
201266,6,2,2,2, ,3,2,3,1,3,9,2,3,2,2,3,2,1,27,2,3,2,1,9,3,4,2,2, ,6.285714286
201282,17,2,2,8,AFFECT OF OXYTOSSEN ON THE ECONOMY,1,3,3,3,1,9,1,1,1,2,3,9,1,99,9,7,4,2,4,4,6,3,3,2,3.142857143
201286,41,2,2,1, ,2,2,2,2,2,2,2,2,2,2,9,1,1,56,5,3,2,2,1,1,7,4,3,1,3
201289,6,3,4,3, ,2,3,3,2,1,2,1,2,1,2,1,1,1,33,2,6,4,2,1,1,6,3,3,2,5.904761905
201290,55,2,2,2, ,3,3,3,3,1,1,1,2,2,1,1,2,1,21,1,5,3,2,1,1,99,9,3,2,2.571428571
201291,13,1,4,2, ,3,3,3,3,4,9,2,2,2,2,2,2,2,44,3,1,1,2,1,1,1,1,3,1,5.047619048
201297,6,3,3,9, ,2,2,3,2,3,9,2,2,1,1,2,1,2,52,4,5,3,2,1,1,7,4,2, ,2.952380952
201319,39,3,4,9, ,2,2,3,3,4,9,2,9,2,2,2,2,1,39,3,2,1,2,1,1,4,2,3,9,5.476190476
201320,25,4,1,6, ,2,3,3,1,2,2,1,2,2,2,2,1,2,64,5,3,2,2,1,1,6,3,3,2,3.333333333
201321,16,1,1,1, ,3,3,3,2,4,1,2,2,1,2,2,9,1,30,2,3,2,2,1,1,3,1,3,2,6.952380952
201322,35,3,3,3, ,2,3,3,1,2,9,2,2,2,1,2,2,1,60,5,6,4,2,1,1,4,2,2, ,4.80952381
201325,8,2,2,1, ,2,3,3,2,3,2,1,2,2,1,2,1,2,56,5,5,3,2,1,1,7,4,3,9,2.285714286
201328,6,3,3,9, ,2,3,3,3,2,1,2,2,1,1,9,2,1,31,2,5,3,2,2,2,7,4,2, ,7.380952381
201329,53,1,3,1, ,1,3,3,2,2,1,1,3,2,2,2,1,1,21,1,5,3,2,1,1,99,9,3,2,3.571428571
201333,6,4,1,2, ,2,1,1,2,3,1,1,2,1,2,2,2,1,49,4,6,4,2,1,1,9,4,2, ,2.476190476
201338,6,4,3,2, ,3,3,3,2,2,2,1,2,2,2,2,2,2,30,2,7,4,2,3,4,2,1,3,2,4.333333333
201341,1,3,2,2, ,2,2,3,1,2,1,1,2,2,2,2,2,2,57,5,6,4,2,1,1,6,3,3,2,1.095238095
201345,19,1,4,4, ,2,1,3,1,1,9,1,3,2,1,2,1,2,19,1,3,2,2,1,1,6,3,1, ,3.238095238
201349,39,3,4,9, ,3,3,3,3,4,9,2,9,2,2,3,9,1,65,6,1,1,2,1,1,99,1,2, ,7.047619048
201350,44,4,1,1, ,2,3,3,1,3,9,2,2,2,2,2,2,2,71,6,5,3,2,1,1,3,1,3,9,1.761904762
201351,11,5,1,5, ,2,3,3,2,2,1,1,2,2,2,2,2,2,62,5,7,4,2,3,4,7,4,2, ,2.904761905
201354,51,4,2,2, ,2,3,3,2,2,2,1,2,1,1,2,2,1,53,4,7,4,2,1,1,5,2,1, ,2.047619048
201359,48,2,1,4, ,3,1,3,1,3,2,2,1,2,2,2,1,2,56,5,5,3,2,1,1,99,9,1, ,1.857142857
201363,17,5,2,2, ,1,1,3,1,2,2,1,1,2,1,2,1,1,68,6,3,2,1,1,3,7,4,1, ,6.857142857
201365,17,5,9,9, ,3,3,3,3,3,2,2,3,2,2,3,9,2,19,1,2,1,2,1,1,99,1,3,9,8.619047619
201368,55,2,4,9, ,3,3,3,3,4,9,2,9,2,2,4,2,1,24,1,4,2,2,1,1,4,2,1, ,3.380952381
201383,6,3,2,5, ,1,2,2,1,2,9,1,2,1,2,2,1,1,61,5,6,4,2,1,1,9,4,1, ,2.333333333
201388,8,2,4,9, ,2,3,3,1,3,1,2,9,1,2,2,2,2,30,2,3,2,2,1,1,99,9,3,2,4.666666667
201399,17,3,2,2, ,1,2,3,1,2,1,2,1,1,1,1,1,2,34,2,7,4,2,1,1,7,4,2, ,2.238095238
201400,17,1,2,2, ,1,2,3,2,3,9,2,1,1,1,1,2,2,55,5,3,2,2,1,1,99,9,1, ,1.619047619
